SD;X1;X2;x1_res;x2_res;y;f_calls;g_calls;CG;x1_res;x2_res;y;f_calls;g_calls;Newton;x1_res;x2_res;y;f_calls;g_calls
;1,523423;1,581042;1,809325;-0,792867;0,335931; 1002;1001;;nan;nan;nan; 10;10;;1,747635;-0,871467;0,298644; 25;24
;-0,637410;-0,878994;0,000369;-0,000892;7,39194e-07; 13;12;;0,000016;-0,000347;1,15157e-07; 9;9;;-1,070418;0,532360;0,87737; 22;21
;1,635365;-0,574908;1,555149;-0,758751;0,448826; 1002;1001;;nan;nan;nan; 11;11;;1,746839;-0,870986;0,298647; 17;16
;-0,046571;0,986175;-0,000514;0,001242;1,43229e-06; 14;13;;-0,000131;0,000534;2,49729e-07; 9;9;;-0,000110;0,002345;5,26606e-06; 22;21
;-0,896207;-0,101505;-0,000468;0,001129;1,18369e-06; 14;13;;0,000169;-0,000306;9,89041e-08; 13;13;;-1,069903;0,532628;0,877366; 20;19
;1,686880;0,958953;1,837157;-0,797799;0,36796; 1002;1001;;nan;nan;nan; 13;13;;1,747488;-0,871333;0,298644; 24;23
;-0,231513;-0,149724;0,000464;-0,001121;1,16746e-06; 8;7;;0,000193;-0,000320;1,14879e-07; 7;7;;-0,002092;-0,001615;1,4735e-05; 17;16
;0,907193;-0,672079;0,000454;-0,001096;1,11563e-06; 16;15;;nan;nan;nan; 10;10;;1,068622;-0,537230;0,877362; 16;15
;0,796838;-0,320383;0,000577;-0,001392;1,80015e-06; 14;13;;nan;nan;nan; 13;13;;1,068518;-0,533477;0,877353; 17;16
;-1,283670;-0,107974;-1,855693;0,795341;0,398475; 1002;1001;;nan;nan;nan; 8;8;;-1,071389;0,532524;0,87737; 20;19
;-0,518021;-0,562700;0,000577;-0,001393;1,80364e-06; 11;10;;0,000048;-0,000208;3,7818e-08; 9;9;;0,000583;-0,002897;7,38435e-06; 21;20
;1,166845;-0,122135;1,501751;-0,855565;0,528942; 1002;1001;;nan;nan;nan; 9;9;;1,071091;-0,532945;0,877368; 19;18
;-0,010926;1,092135;-0,000564;0,001363;1,72478e-06; 14;13;;-0,000051;0,000225;4,42592e-08; 10;10;;-0,000026;0,002598;6,68109e-06; 22;21
;0,963836;-0,663900;0,000389;-0,000938;8,17742e-07; 17;16;;nan;nan;nan; 10;10;;1,068766;-0,537625;0,877365; 15;14
;1,668813;-1,914426;0,000520;-0,001255;1,46256e-06; 16;15;;nan;nan;nan; 7;7;;1,747414;-0,876276;0,298645; 22;21
;1,299539;0,137028;1,804699;-0,791403;0,331997; 1002;1001;;nan;nan;nan; 8;8;;1,071211;-0,533110;0,877367; 21;20
;-1,431990;-0,697958;-1,890471;0,833351;0,463526; 1002;1001;;nan;nan;nan; 9;9;;-1,070815;0,532885;0,877368; 23;22
;0,445875;-1,306009;0,000506;-0,001222;1,38768e-06; 15;14;;0,000057;-0,000216;4,08133e-08; 10;10;;0,000570;-0,002861;7,20526e-06; 22;21
;1,761101;0,576128;1,408647;-0,860643;0,664827; 1002;1001;;nan;nan;nan; 12;12;;1,747578;-0,871190;0,298645; 23;22
;1,728751;-1,461531;1,712672;-0,768158;0,313069; 1002;1001;;nan;inf;nan; 8;8;;1,747478;-0,876264;0,298645; 20;19
;-1,875484;-1,134861;-0,000376;0,000908;7,65863e-07; 15;14;;-0,000108;0,000194;4,00418e-08; 17;17;;-1,747813;0,871133;0,298647; 24;23
;-0,488235;-1,129246;0,000428;-0,001033;9,9098e-07; 14;13;;0,000058;-0,000231;4,66061e-08; 10;10;;-0,000208;-0,002346;6,07712e-06; 23;22
;1,184301;-1,788690;0,000451;-0,001088;1,10054e-06; 19;18;;nan;nan;nan; 7;7;;1,070815;-0,538253;0,877369; 22;21
;1,811762;1,213477;0,000388;-0,000936;8,13406e-07; 17;16;;nan;inf;nan; 10;10;;1,747659;-0,870994;0,298647; 24;23
;-0,343699;-1,383526;0,000380;-0,000917;7,81372e-07; 15;14;;0,000080;-0,000316;8,72678e-08; 10;10;;-0,000475;-0,002537;8,0929e-06; 23;22
;0,171697;-1,710196;0,000355;-0,000857;6,82876e-07; 16;15;;0,000453;-0,000413;3,93552e-07; 8;8;;0,000217;-0,002282;4,80518e-06; 24;23
;-0,690878;0,956877;-0,000516;0,001245;1,44053e-06; 15;14;;-0,000019;-0,000193;4,16749e-08; 10;10;;-1,069733;0,537452;0,877367; 20;19
;-0,581866;-0,743980;0,000510;-0,001232;1,4107e-06; 12;11;;0,000038;-0,000271;6,57913e-08; 9;9;;-1,750058;0,873990;0,298676; 25;24
;-0,229438;-0,938322;0,000425;-0,001026;9,77287e-07; 14;13;;0,000079;-0,000213;4,1153e-08; 10;10;;-0,000493;-0,002258;6,6979e-06; 22;21

Next Step
