t;x;y;vx;vy
5.76;21.038;6.56644;9.86973;-22.5849
5.77;21.1368;6.34057;9.88449;-22.5901
5.78;21.2357;6.11464;9.89918;-22.5952
5.79;21.3348;5.88866;9.91383;-22.6003
5.8;21.434;5.66264;9.92842;-22.6053
5.81;21.5333;5.43656;9.94296;-22.6104
5.82;21.6328;5.21043;9.95744;-22.6154
5.83;21.7325;4.98425;9.97187;-22.6204
5.84;21.8323;4.75802;9.98625;-22.6253
5.85;21.9322;4.53174;10.0006;-22.6303
5.86;22.0323;4.30541;10.0148;-22.6352
5.87;22.1325;4.07904;10.0291;-22.6401
5.88;22.2329;3.85261;10.0432;-22.6449
5.89;22.3334;3.62614;10.0573;-22.6498
5.9;22.434;3.39962;10.0714;-22.6546
5.91;22.5348;3.17305;10.0854;-22.6594
5.92;22.6357;2.94643;10.0994;-22.6642
5.93;22.7368;2.71976;10.1133;-22.6689
5.94;22.838;2.49305;10.1271;-22.6736
5.95;22.9393;2.26629;10.1409;-22.6783
5.96;23.0408;2.03949;10.1547;-22.683
5.97;23.1424;1.81263;10.1683;-22.6876
5.98;23.2442;1.58573;10.182;-22.6922
5.99;23.3461;1.35879;10.1956;-22.6968
6;23.4481;1.1318;10.2091;-22.7014
6.01;23.5503;0.90476;10.2226;-22.706
6.02;23.6525;0.677677;10.236;-22.7105
6.03;23.755;0.45055;10.2494;-22.715
6.04;23.8575;0.223377;10.2628;-22.7195
6.05;23.9602;-0.00384053;10.276;-22.724
