SD;X1;X2;x1_res;x2_res;y;f_calls;g_calls;CG;x1_res;x2_res;y;f_calls;g_calls;Newton;x1_res;x2_res;y;f_calls;g_calls
;0,804163;-0,586138;0,000188;-0,000100;6,21674e-08; 259;8;;0,000021;-0,000046;2,00696e-09; 163;6;;-0,000000;-0,000000;7,83986e-21; 151;4
;-1,580187;1,535020;-1,747787;0,874994;0,29864; 466;17;;-1,747526;0,873667;0,298638; 169;7;;-1,747552;0,873776;0,298638; 186;5
;-0,125431;-0,451735;-0,000049;-0,000180;4,63357e-08; 253;8;;0,000006;-0,000018;2,9551e-10; 94;4;;0,000000;-0,000000;8,89009e-21; 109;3
;1,206030;1,929563;0,000132;-0,000504;2,2247e-07; 256;8;;-0,000048;0,000229;4,61447e-08; 316;11;;-0,000000;0,000000;3,63087e-16; 178;4

Next step
;1,471786;-0,701987;1,747329;-0,872620;0,29864; 279;10;;1,747477;-0,873692;0,298638; 172;7;;1,747552;-0,873776;0,298638; 176;5
;1,684683;1,255226;0,000224;-0,000143;8,87413e-08; 308;9;;-0,017331;-0,070413;0,00677906; 1003;35;;1,747552;-0,873776;0,298638; 109;3
;1,373638;1,464095;0,000077;-0,000490;2,14203e-07; 327;10;;-0,000702;0,002154;4,11297e-06; 1004;39;;-0,000000;0,000000;3,92348e-14; 154;4
;-0,951262;1,146580;-0,000082;0,000450;1,78864e-07; 335;10;;0,055498;-0,064701;0,00674554; 1004;35;;-1,747552;0,873776;0,298638; 206;5
;-0,962127;0,588824;0,000091;-0,000501;2,22211e-07; 264;8;;-0,000171;0,000146;5,48223e-08; 353;12;;-0,000000;0,000000;4,26522e-20; 190;5
;0,923185;-1,027192;0,000155;-0,000069;4,23807e-08; 292;9;;0,000137;-0,000423;1,58492e-07; 390;13;;1,747552;-0,873776;0,298638; 203;5
;-0,375439;-0,610065;0,000069;-0,000125;1,64886e-08; 220;7;;0,000006;-0,000009;9,17897e-11; 157;6;;-0,000000;-0,000000;5,21822e-21; 145;4
;-1,437361;0,744835;-1,747620;0,872173;0,298641; 139;5;;-1,747518;0,873737;0,298638; 172;7;;-1,747552;0,873776;0,298638; 104;3
;-0,224921;1,921506;-0,000070;0,000401;1,42183e-07; 319;10;;-0,000011;-0,000043;2,53316e-09; 265;9;;-0,000000;0,000000;8,88177e-18; 109;3
;-0,129582;0,560625;-0,000060;0,000264;6,09001e-08; 253;8;;0,000007;-0,000052;2,40982e-09; 226;8;;0,000000;0,000000;9,48838e-21; 109;3
;1,775506;1,585437;-0,000040;-0,000322;1,20193e-07; 319;10;;-0,000136;0,000341;1,06953e-07; 292;10;;1,747552;-0,873776;0,298638; 109;3
;1,860469;1,715445;0,000247;-0,000132;1,06695e-07; 256;8;;-0,000058;0,000184;3,0004e-08; 193;7;;1,747552;-0,873776;0,298638; 109;3
;-1,274026;0,121158;-1,747968;0,875339;0,298641; 320;12;;-1,747549;0,873937;0,298638; 285;11;;-0,000000;0,000000;6,62386e-20; 234;6
;-1,808222;0,600543;-1,747260;0,872319;0,298641; 411;15;;-1,747578;0,873253;0,298639; 164;7;;-1,747552;0,873776;0,298638; 109;3
;-0,654378;-0,304880;0,000078;0,000177;5,72034e-08; 223;7;;0,000183;-0,000090;5,88694e-08; 196;7;;-0,000000;-0,000000;3,22533e-21; 143;4
;-0,601764;0,516556;-0,000041;0,000180;2,84647e-08; 286;9;;0,000004;0,000907;8,25889e-07; 166;6;;-0,000000;0,000000;5,70879e-17; 104;3
;-0,968352;0,218451;0,000237;-0,000111;9,85911e-08; 262;8;;0,000680;-0,002856;7,13704e-06; 1004;40;;-1,747552;0,873776;0,298638; 242;6
;1,436262;0,524857;1,747359;-0,872720;0,29864; 312;11;;1,747434;-0,873402;0,298639; 149;6;;-0,000000;-0,000000;2,94639e-20; 145;4
;1,804437;0,014588;1,747539;-0,872899;0,298639; 444;16;;1,747553;-0,873948;0,298638; 232;9;;1,747552;-0,873776;0,298638; 109;3
;0,180364;-1,535752;0,000066;-0,000437;1,70631e-07; 319;10;;0,000175;-0,000273;8,79059e-08; 160;6;;-0,000000;-0,000000;4,52191e-19; 109;3
;-0,241157;-0,034852;0,000074;-0,000459;1,87526e-07; 193;6;;0,000002;-0,000002;9,09986e-12; 169;6;;0,000000;-0,000000;1,77353e-19; 109;3
;-0,511551;1,256325;-0,000121;0,000031;2,62902e-08; 223;7;;0,000196;-0,000311;1,12579e-07; 253;9;;0,000000;0,000000;8,12775e-20; 178;5
;-1,351176;1,255959;-1,747864;0,875485;0,298641; 306;11;;-1,747540;0,873827;0,298638; 169;7;;0,000000;-0,000000;6,54296e-21; 184;5
;-1,538926;1,623524;-1,747770;0,874936;0,29864; 466;17;;-1,747670;0,874047;0,298639; 172;7;;-1,747552;0,873776;0,298638; 142;4
;0,229316;0,850063;-0,000103;0,000161;3,04576e-08; 283;9;;-0,000055;0,000037;5,33407e-09; 97;4;;0,000000;0,000000;2,05749e-17; 109;3
;1,523301;-1,650990;1,747766;-0,874908;0,29864; 466;17;;1,747532;-0,873689;0,298638; 227;9;;1,747552;-0,873776;0,298638; 139;4
;1,981933;-1,186865;1,747547;-0,875124;0,29864; 354;13;;1,747509;-0,874547;0,298639; 141;6;;1,747552;-0,873777;0,298638; 114;3
;0,948820;-0,801965;-0,000283;0,000395;2,04283e-07; 325;10;;-0,004951;0,002117;4,30302e-05; 1003;39;;1,747552;-0,873776;0,298638; 239;6
;0,847011;1,614246;0,000187;-0,000119;6,16241e-08; 259;8;;-0,000026;-0,000045;4,5505e-09; 229;8;;1,747552;-0,873776;0,298638; 159;4
;-0,542192;-0,370556;-0,000184;0,000265;8,90424e-08; 130;4;;-0,000009;-0,000027;1,08146e-09; 133;5;;-0,000000;-0,000000;8,03752e-16; 98;3
;1,590442;-0,471633;1,747540;-0,872871;0,298639; 416;15;;1,747538;-0,873775;0,298638; 205;8;;1,747552;-0,873776;0,298638; 142;4
;-1,492050;0,421583;-1,747557;0,872069;0,298641; 416;15;;-1,747561;0,874014;0,298638; 172;7;;-1,747552;0,873776;0,298638; 102;3
;0,426466;-1,733390;0,000049;-0,000245;5,28854e-08; 319;10;;0,000054;-0,000125;1,48135e-08; 229;8;;-0,000000;-0,000000;4,02502e-18; 145;4
;-0,094424;1,336283;-0,000269;0,000152;1,26471e-07; 289;9;;0,000576;-0,000805;8,4726e-07; 163;6;;0,000000;-0,000000;2,99942e-21; 109;3
;0,524003;-1,043184;-0,000159;0,000301;9,32307e-08; 193;6;;0,000013;-0,000291;8,15974e-08; 316;11;;0,000000;-0,000000;2,5826e-21; 139;4
;-1,636586;1,948119;-1,747749;0,874809;0,29864; 551;21;;-1,747465;0,873206;0,298639; 283;11;;-1,747552;0,873776;0,298638; 145;4
;-1,978881;-1,399518;0,000077;-0,000149;2,25163e-08; 157;5;;-0,000007;-0,000028;1,09644e-09; 127;5;;-1,747552;0,873776;0,298638; 145;4
;0,628254;-1,238624;0,000149;-0,000235;6,4698e-08; 229;7;;0,000433;-0,000858;7,39238e-07; 376;13;;0,000000;-0,000000;1,0066e-20; 171;5
;-0,827967;1,132908;-0,000034;0,000112;1,11206e-08; 256;8;;0,000039;0,000291;9,88249e-08; 346;12;;-1,747552;0,873776;0,298638; 190;5
;0,802942;1,742668;0,000264;-0,000133;1,22262e-07; 259;8;;0,000025;0,000065;7,06599e-09; 193;7;;1,747552;-0,873776;0,298638; 190;5
;-0,748619;-0,792199;0,000157;-0,000266;7,80847e-08; 226;7;;-0,000156;0,000110;4,35638e-08; 232;8;;-1,747552;0,873776;0,298638; 186;5
;-0,509964;-0,609333;-0,000082;-0,000151;4,85871e-08; 190;6;;0,000009;-0,000009;1,60686e-10; 157;6;;-0,000000;-0,000000;7,53645e-21; 139;4
;-0,157292;0,835414;-0,000269;0,000200;1,3093e-07; 286;9;;-0,000105;0,000235;5,25942e-08; 160;6;;-0,000000;0,000000;1,88805e-20; 109;3
;0,380078;-0,527909;0,000149;-0,000233;6,41563e-08; 253;8;;-0,000036;-0,000289;9,67958e-08; 232;8;;0,000000;-0,000000;1,95143e-21; 145;4
;-0,867397;0,995697;0,000083;-0,000355;1,10581e-07; 295;9;;-0,001071;0,002645;6,45534e-06; 730;28;;-1,747552;0,873776;0,298638; 195;5
;-0,089785;-1,455428;0,000048;-0,000164;2,36525e-08; 256;8;;0,000027;-0,000033;1,63842e-09; 226;8;;0,000000;-0,000000;2,30011e-21; 109;3
;-0,159490;0,353710;0,000198;-0,000309;1,12611e-07; 226;7;;0,000015;-0,000043;1,68633e-09; 196;7;;0,000000;0,000000;2,6037e-20; 109;3
;-0,381909;-0,604450;0,000066;-0,000118;1,48742e-08; 220;7;;0,000005;-0,000008;7,58533e-11; 157;6;;-0,000000;-0,000000;7,13626e-21; 145;4
;1,403302;-0,798303;1,747452;-0,873228;0,298639; 139;5;;1,747570;-0,873622;0,298638; 174;7;;1,747552;-0,873776;0,298638; 107;3
;0,816370;1,518662;0,000241;-0,000187;1,06506e-07; 259;8;;0,000016;-0,000043;1,7024e-09; 229;8;;1,747552;-0,873776;0,298638; 195;5
;1,045015;0,752647;0,000138;-0,000064;3,34568e-08; 289;9;;-0,000059;0,000182;2,9367e-08; 505;17;;1,747552;-0,873776;0,298638; 261;6
;-0,787805;-0,245064;0,000051;-0,000293;7,5858e-08; 289;9;;0,000047;0,000270;9,00223e-08; 223;8;;-1,747552;0,873776;0,298638; 175;5
;-1,647084;-0,090030;-1,747328;0,872601;0,29864; 197;7;;-1,747100;0,871995;0,298642; 84;4;;-1,747552;0,873776;0,298638; 145;4
;-0,902554;0,223579;-0,000069;0,000231;4,70072e-08; 226;7;;-0,000066;0,001697;2,77665e-06; 507;19;;0,000000;-0,000000;4,28627e-15; 141;4
