0; 0;
0,000549154; 0,0122205;
0,0044743; 0,0476635;
0,0152267; 0,104327;
0,035929; 0,180113;
0,0690381; 0,272954;
0,116143; 0,380892;
0,177888; 0,502122;
0,254008; 0,634995;
0,343443; 0,777999;
0,444512; 0,929719;
0,555105; 1,0888;
0,672883; 1,25388;
0,795453; 1,42358;
0,920516; 1,59648;
1,04597; 1,77106;
1,16998; 1,94577;
1,29099; 2,11899;
1,40774; 2,28906;
1,51922; 2,45434;
1,62463; 2,61321;
1,72334; 2,76412;
1,81484; 2,90561;
1,89869; 3,03636;
1,97449; 3,15517;
2,04189; 3,26102;
2,10053; 3,35307;
2,15008; 3,43063;
2,19026; 3,49321;
2,2208; 3,5405;
2,24151; 3,57233;
2,25228; 3,58874;
2,25309; 3,58988;
2,24402; 3,57606;
2,22527; 3,54775;
2,19715; 3,50551;
2,16006; 3,45006;
2,11454; 3,38218;
2,06118; 3,3028;
2,00069; 3,21291;
1,93382; 3,1136;
1,86139; 3,00601;
1,78426; 2,89137;
1,7033; 2,77092;
1,61941; 2,64597;
1,53351; 2,51783;
1,44649; 2,38783;
1,35923; 2,25729;
1,2726; 2,1275;
1,18745; 1,99976;
1,10457; 1,87527;
1,02473; 1,75522;
0,948666; 1,64071;
0,877037; 1,53277;
0,810464; 1,43234;
0,749504; 1,34029;
0,69465; 1,25735;
0,646327; 1,18418;
0,604891; 1,12131;
0,570621; 1,06917;
0,543723; 1,02807;
0,524324; 0,998198;
0,512475; 0,979638;
0,508153; 0,972356;
0,511258; 0,976207;
0,521618; 0,99094;
0,538993; 1,0162;
0,563076; 1,05154;
0,5935; 1,09641;
0,629843; 1,15019;
0,67163; 1,21217;
0,718342; 1,28159;
0,769423; 1,35762;
0,824282; 1,43937;
0,882305; 1,52594;
0,942854; 1,61636;
1,00528; 1,70967;
1,06894; 1,8049;
1,13317; 1,90107;
1,19732; 1,99719;
1,26077; 2,09233;
1,3229; 2,18556;
1,38312; 2,276;
1,44087; 2,3628;
1,49562; 2,44517;
1,5469; 2,52238;
1,59425; 2,59378;
1,6373; 2,65875;
1,67569; 2,71679;
1,70913; 2,76744;
1,73739; 2,81036;
1,76028; 2,84526;
1,77769; 2,87196;
1,78954; 2,89033;
1,79582; 2,90037;
1,79658; 2,90213;
1,79192; 2,89576;
1,78198; 2,88146;
1,76697; 2,85954;
1,74713; 2,83036;
1,72275; 2,79434;
1,69416; 2,75198;
1,66172; 2,70381;
1,62582; 2,65042;
1,58689; 2,59244;
1,54538; 2,53053;
1,50173; 2,46537;
1,45643; 2,39769;
1,40995; 2,32819;
1,36278; 2,25759;
1,31539; 2,18662;
1,26826; 2,11599;
1,22186; 2,04638;
1,17662; 1,97848;
1,13297; 1,9129;
1,09132; 1,85027;
1,05203; 1,79115;
1,01545; 1,73605;
0,981899; 1,68544;
0,951639; 1,63973;
0,924911; 1,59929;
0,901912; 1,56442;
0,882798; 1,53534;
0,867684; 1,51225;
0,856642; 1,49525;
0,849705; 1,48439;
0,846862; 1,47968;
0,848063; 1,48102;
0,853219; 1,4883;
0,862203; 1,50133;
0,874853; 1,51987;
0,890974; 1,54363;
0,910339; 1,57228;
0,932696; 1,60544;
0,957765; 1,64269;
0,985247; 1,6836;
1,01482; 1,72767;
1,04616; 1,77442;
1,07892; 1,82334;
1,11274; 1,87389;
1,14727; 1,92555;
1,18216; 1,97778;
1,21705; 2,03005;
1,2516; 2,08186;
1,28548; 2,13268;
1,31835; 2,18205;
1,34992; 2,22949;
1,3799; 2,27458;
1,40802; 2,31692;
1,43403; 2,35613;
1,45773; 2,39189;
1,47892; 2,42392;
1,49744; 2,45196;
1,51315; 2,47582;
1,52596; 2,49533;
1,53579; 2,5104;
1,54261; 2,52095;
1,5464; 2,52697;
1,54718; 2,52848;
1,54501; 2,52556;
1,53996; 2,51831;
1,53214; 2,5069;
1,52167; 2,49152;
1,50872; 2,47239;
